file_name;line_start;line_end;description;cwe
J20303;74;74;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20303;117;117;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20316;33;33;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20317;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20317;34;34;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20317;73;73;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20317;116;116;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20384;45;45;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20385;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20385;38;38;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20385;85;85;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20385;136;136;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20432;51;51;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20433;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20433;32;32;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20478;41;41;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20479;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20479;31;31;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20626;54;54;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20627;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20627;37;37;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20632;66;66;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20632;75;75;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20632;86;86;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20633;53;53;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20633;79;79;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20633;103;103;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20676;30;30;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20676;39;39;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20676;50;50;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20677;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20677;43;43;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20677;67;67;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20736;23;23;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20737;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20737;29;29;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20756;21;21;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20757;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20757;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20808;74;74;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20808;83;83;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20808;94;94;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20809;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20809;87;87;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20809;111;111;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20822;33;33;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20823;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20823;30;30;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20830;34;34;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20831;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20831;31;31;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20890;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20891;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J20891;31;31;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21062;52;52;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21063;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21063;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21138;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21139;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21139;22;22;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21176;23;23;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21177;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21177;24;24;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21318;43;43;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21319;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21319;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21362;50;50;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21363;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21363;26;26;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21442;54;54;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21443;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21443;29;29;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21460;52;52;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21461;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21461;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21498;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21499;8;8;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21499;21;21;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21572;23;23;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21573;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21573;24;24;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21600;30;30;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21600;39;39;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21600;50;50;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21601;22;22;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21601;43;43;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21601;62;62;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21726;45;45;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21727;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21727;32;32;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21754;51;51;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21755;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21755;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21802;50;50;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21803;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21803;26;26;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21884;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21885;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21885;22;22;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21888;22;22;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21889;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21889;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21902;18;18;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21903;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J21903;26;26;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22014;62;62;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22015;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22015;29;29;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22026;60;60;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22027;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22027;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22032;60;60;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22033;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22033;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22054;33;33;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22055;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22055;25;25;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22066;33;33;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22067;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22067;25;25;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22078;35;35;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22079;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22079;30;30;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22118;43;43;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22119;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22119;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22150;51;51;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22151;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22151;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22152;56;56;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22153;19;19;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22153;32;32;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22186;50;50;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22187;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22187;26;26;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22324;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22325;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22325;22;22;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22340;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22341;8;8;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22341;21;21;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22374;21;21;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22375;9;9;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22375;22;22;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22408;62;62;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22409;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22409;29;29;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22416;66;66;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22417;20;20;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22417;33;33;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22420;60;60;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22421;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22421;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22464;33;33;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22465;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22465;25;25;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22472;33;33;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22473;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22473;25;25;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22500;44;44;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22501;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22501;28;28;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22508;43;43;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22509;14;14;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22509;27;27;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22524;52;52;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22524;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22524;72;72;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22525;44;44;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22525;65;65;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22525;84;84;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22584;53;53;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22585;16;16;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22585;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22585;139;139;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J22585;220;220;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J23782;18;18;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J23783;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J23783;51;51;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J23783;96;96;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J23783;144;144;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24046;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24047;10;10;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24047;51;51;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24047;90;90;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24047;132;132;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24134;23;23;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24135;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24135;56;56;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24135;109;109;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24135;165;165;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24218;24;24;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24219;12;12;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24219;53;53;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24219;102;102;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24219;154;154;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24444;61;61;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24445;15;15;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24445;56;56;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24445;139;139;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24445;225;225;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24616;40;40;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24617;19;19;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24617;56;56;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24617;110;110;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24617;167;167;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24788;13;13;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24789;11;11;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24789;56;56;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24789;99;99;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J24789;145;145;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25094;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25095;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25095;58;58;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25095;124;124;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25095;193;193;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25136;46;46;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25137;17;17;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25137;58;58;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25137;124;124;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
J25137;193;193;Assigning an Object to null is a code smell.  Consider refactoring.;CWE-476
